Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming
@iswahyudifals1972,Allah itu baik dan 02 lha orangnya tidak pernah menjelekan kubuh sebelah. bravo 02,allah itu baik dan lah orangnya tidak pernah menjelekkan kubuh sebelah bravo,"['allah', 'itu', 'baik', 'dan', 'lah', 'orangnya', 'tidak', 'pernah', 'menjelekkan', 'kubuh', 'sebelah', 'bravo']","['allah', 'orangnya', 'menjelekkan', 'kubuh', 'sebelah', 'bravo']",allah orang jelek kubuh belah bravo
@agusmarwanto9066,"Selamat Pak Prabowo dan mas Gibran. Semoga amanah memimpin bangsa Indonesia, Tuhan memberkati, Amin",selamat pak prabowo dan mas gibran semoga amanah memimpin bangsa indonesia tuhan memberkati amin,"['selamat', 'pak', 'prabowo', 'dan', 'mas', 'gibran', 'semoga', 'amanah', 'memimpin', 'bangsa', 'indonesia', 'tuhan', 'memberkati', 'amin']","['selamat', 'prabowo', 'mas', 'gibran', 'semoga', 'amanah', 'memimpin', 'bangsa', 'indonesia', 'tuhan', 'memberkati', 'amin']",selamat prabowo mas gibran moga amanah pimpin bangsa indonesia tuhan kati amin
@anitarossadi,"Alhamdulilah pak p@rabowo gibr@n,satu putar@n, banteng sudah nyungsep,",alhamdulilah pak p gibrsatu putar banteng sudah nyungsep,"['alhamdulilah', 'pak', 'p', 'gibrsatu', 'putar', 'banteng', 'sudah', 'nyungsep']","['alhamdulilah', 'p', 'gibrsatu', 'putar', 'banteng', 'nyungsep']",alhamdulilah p gibrsatu putar banteng nyungsep
@DhitaAzkyr-pm6fo,prbowo klo kalah patut di pertanyakan,prbowo kalau kalah patut di pertanyakan,"['prbowo', 'kalau', 'kalah', 'patut', 'di', 'pertanyakan']","['prbowo', 'kalah', 'patut']",prbowo kalah patut
@nenenghamidah6824,Ratusan ribu pembantu dan tukang sayur tidak bisa jadi pemilih di tempat majikannya..<br>Ini kurangnya info dari semua pihak..RW RT KPU..<br>Dan tidak ada kebijakan bisa memilih di alamat si majikannya...di tolaaaak !!<br><br>Itu nya banyak pembantu tidak bisa ikut pemilihan umum<br>5 th sekali,ratusan ribu pembantu dan tukang sayur tidak bisa jadi pemilih di tempat majikannya ini kurangnya info dari semua pihak rw rt kpu dan tidak ada kebijakan bisa memilih di alamat sih majikannya di tolaaaak itu ya banyak pembantu tidak bisa ikut pemilihan umum5 tahu sekali,"['ratusan', 'ribu', 'pembantu', 'dan', 'tukang', 'sayur', 'tidak', 'bisa', 'jadi', 'pemilih', 'di', 'tempat', 'majikannya', 'ini', 'kurangnya', 'info', 'dari', 'semua', 'pihak', 'rw', 'rt', 'kpu', 'dan', 'tidak', 'ada', 'kebijakan', 'bisa', 'memilih', 'di', 'alamat', 'sih', 'majikannya', 'di', 'tolaaaak', 'itu', 'ya', 'banyak', 'pembantu', 'tidak', 'bisa', 'ikut', 'pemilihan', 'umum5', 'tahu', 'sekali']","['ratusan', 'ribu', 'pembantu', 'tukang', 'sayur', 'pemilih', 'majikannya', 'kurangnya', 'info', 'rw', 'rt', 'kpu', 'kebijakan', 'memilih', 'alamat', 'sih', 'majikannya', 'tolaaaak', 'pembantu', 'pemilihan', 'umum5']",ratus ribu bantu tukang sayur pilih majikan kurang info rw rt kpu bijak pilih alamat sih majikan tolaaaak bantu pilih umum5
@HarbiahBiah-q4c,Kami ucapkan selamat pd paslon yg di beri  amanah dr rakyat indonesia  !,kami ucapkan selamat pada paslon yang di beri amanah dari rakyat indonesia,"['kami', 'ucapkan', 'selamat', 'pada', 'paslon', 'yang', 'di', 'beri', 'amanah', 'dari', 'rakyat', 'indonesia']","['ucapkan', 'selamat', 'paslon', 'amanah', 'rakyat', 'indonesia']",ucap selamat paslon amanah rakyat indonesia
@suarjanasuarjana3386,ALHAMDULILAH BSPAK PRABOWO GIBRAN PRESIDEN DAN WAKIL PREDIDEN N K R I THN 2024 S.D 2029 MERDEKA...❤❤❤,alhamdulilah bspak prabowo gibran presiden dan wakil prediden n ke r i tahun si di merdeka,"['alhamdulilah', 'bspak', 'prabowo', 'gibran', 'presiden', 'dan', 'wakil', 'prediden', 'n', 'ke', 'r', 'i', 'tahun', 'si', 'di', 'merdeka']","['alhamdulilah', 'bspak', 'prabowo', 'gibran', 'presiden', 'wakil', 'prediden', 'n', 'r', 'i', 'si', 'merdeka']",alhamdulilah bspak prabowo gibran presiden wakil prediden n r i si merdeka
@iswahyudifals1972,02 Tuhan itu baik,tuhan itu baik,"['tuhan', 'itu', 'baik']",['tuhan'],tuhan
@nabellacans3003,P😅ak.pdip.memang.tidak.puas.biar.kan.aja.,pak pdip memang tidak puas biar kan saja,"['pak', 'pdip', 'memang', 'tidak', 'puas', 'biar', 'kan', 'saja']","['pdip', 'puas', 'biar']",pdip puas biar
@slametwidodo-tm9ep,Alhamdulillah orang yg sering menggunjing . Suka menghina suka mencaci Allah memberikan kekalahan total,alhamdulillah orang yang sering menggunjing suka menghina suka mencaci allah memberikan kekalahan total,"['alhamdulillah', 'orang', 'yang', 'sering', 'menggunjing', 'suka', 'menghina', 'suka', 'mencaci', 'allah', 'memberikan', 'kekalahan', 'total']","['alhamdulillah', 'orang', 'menggunjing', 'suka', 'menghina', 'suka', 'mencaci', 'allah', 'kekalahan', 'total']",alhamdulillah orang gunjing suka hina suka caci allah kalah total
@AjatSudrajat-j3q,"01 03 legowo ajah kalah menang biasa bos ,ga usah byk curang lah itu lah ,alasan ap lgi ,iklasinn ajah dri pada setres",legowo saja kalah menang biasa bos tidak usah banyak curang lah itu lah alasan apa lagi iklasinn saja dari pada setres,"['legowo', 'saja', 'kalah', 'menang', 'biasa', 'bos', 'tidak', 'usah', 'banyak', 'curang', 'lah', 'itu', 'lah', 'alasan', 'apa', 'lagi', 'iklasinn', 'saja', 'dari', 'pada', 'setres']","['legowo', 'kalah', 'menang', 'bos', 'curang', 'alasan', 'iklasinn', 'setres']",legowo kalah menang bos curang alas iklasinn tres
@iswahyudifals1972,Surabaya jatim 02 menang telak,surabaya jatim menang telak,"['surabaya', 'jatim', 'menang', 'telak']","['surabaya', 'jatim', 'menang', 'telak']",surabaya jatim menang telak
@annisafiqiyami7906,"knpa sih ini 01 kayak malah menggiring Opini negative, pdhal 02 udh blg tdk mau mendahului KPU, gak terima bgt kayaknya 01 sma hasil QC ,, gak usah di ajak deh 01 di kabinet, banyak penyusup",kenapa sih ini kayak malah menggiring opini negative padahal sudah bilang tidak mau mendahului kpu tidak terima banget kayaknya sama hasil qc tidak usah di ajak deh di kabinet banyak penyusup,"['kenapa', 'sih', 'ini', 'kayak', 'malah', 'menggiring', 'opini', 'negative', 'padahal', 'sudah', 'bilang', 'tidak', 'mau', 'mendahului', 'kpu', 'tidak', 'terima', 'banget', 'kayaknya', 'sama', 'hasil', 'qc', 'tidak', 'usah', 'di', 'ajak', 'deh', 'di', 'kabinet', 'banyak', 'penyusup']","['sih', 'kayak', 'menggiring', 'opini', 'negative', 'bilang', 'mendahului', 'kpu', 'terima', 'banget', 'kayaknya', 'hasil', 'qc', 'ajak', 'deh', 'kabinet', 'penyusup']",sih kayak giring opini negative bilang dahulu kpu terima banget kayak hasil qc ajak deh kabinet susup
@genjiberogenjibero9476,"Siapa yg menang jadi pemimpin negara Indonesia, yg maju,aman damai, sejahterah, bagi negara kita ,Karna kita sangat,mencintai negara kita, Indonesia trimakash, Tuhan memberkati ,merdeka, 🇮🇩🇮🇩🇮🇩👍❤️🙏🙏",siapa yang menang jadi pemimpin negara indonesia yang majuaman damai sejahterah bagi negara kita karena kita sangatmencintai negara kita indonesia trimakash tuhan memberkati merdeka,"['siapa', 'yang', 'menang', 'jadi', 'pemimpin', 'negara', 'indonesia', 'yang', 'majuaman', 'damai', 'sejahterah', 'bagi', 'negara', 'kita', 'karena', 'kita', 'sangatmencintai', 'negara', 'kita', 'indonesia', 'trimakash', 'tuhan', 'memberkati', 'merdeka']","['menang', 'pemimpin', 'negara', 'indonesia', 'majuaman', 'damai', 'sejahterah', 'negara', 'sangatmencintai', 'negara', 'indonesia', 'trimakash', 'tuhan', 'memberkati', 'merdeka']",menang pimpin negara indonesia majuaman damai sejahterah negara sangatmencintai negara indonesia trimakash tuhan kati merdeka
@teddyhartono2289,hitung cepat orang dia semua ya makin enak la KPu melurus kan nya🙈,hitung cepat orang dia semua ya makin enak lah kpu melurus kan ya,"['hitung', 'cepat', 'orang', 'dia', 'semua', 'ya', 'makin', 'enak', 'lah', 'kpu', 'melurus', 'kan', 'ya']","['hitung', 'cepat', 'orang', 'enak', 'kpu', 'melurus']",hitung cepat orang enak kpu lurus
@HaslamSuwondo-yw9xh,"Lagi2 suara rakyat d ragukan sadarlah, 01, 03",lagi2 suara rakyat di ragukan sadarlah,"['lagi2', 'suara', 'rakyat', 'di', 'ragukan', 'sadarlah']","['lagi2', 'suara', 'rakyat', 'ragukan', 'sadarlah']",lagi2 suara rakyat ragu sadar
@slametwidodo-tm9ep,Alhamdulillah walaupun sering dihina dicaci digunjing dikatain Samsul dikasih nilai yg TDK sewajarnya. Tapi Alhamdulillah menang juga,alhamdulillah walaupun sering dihina dicaci digunjing dikatai samsul dikasih nilai yang tidak sewajarnya tapi alhamdulillah menang juga,"['alhamdulillah', 'walaupun', 'sering', 'dihina', 'dicaci', 'digunjing', 'dikatai', 'samsul', 'dikasih', 'nilai', 'yang', 'tidak', 'sewajarnya', 'tapi', 'alhamdulillah', 'menang', 'juga']","['alhamdulillah', 'dihina', 'dicaci', 'digunjing', 'dikatai', 'samsul', 'dikasih', 'nilai', 'sewajarnya', 'alhamdulillah', 'menang']",alhamdulillah hina caci gunjing katai samsul kasih nilai wajar alhamdulillah menang
@dudungnuryana9945,Insya Allah Demokrasi terjaga g usah suuzon pa lapang dada aja ...,insya allah demokrasi terjaga tidak usah suuzon apa lapang dada saja,"['insya', 'allah', 'demokrasi', 'terjaga', 'tidak', 'usah', 'suuzon', 'apa', 'lapang', 'dada', 'saja']","['insya', 'allah', 'demokrasi', 'terjaga', 'suuzon', 'lapang', 'dada']",insya allah demokrasi jaga suuzon lapang dada
@tejosutejo7905,Kalau cuma bicara semua orang bisa. Tapi ini nyata adanya. Salam 02 damai Indonesia ku,kalau cuma bicara semua orang bisa tapi ini nyata adanya salam damai indonesia ku,"['kalau', 'cuma', 'bicara', 'semua', 'orang', 'bisa', 'tapi', 'ini', 'nyata', 'adanya', 'salam', 'damai', 'indonesia', 'ku']","['bicara', 'orang', 'nyata', 'salam', 'damai', 'indonesia', 'ku']",bicara orang nyata salam damai indonesia ku
@hendriagustianhendriagusti8332,Prabowo Subianto Presiden Republik Indonesia 2024 - 2029 ..👍👍,prabowo subianto presiden republik indonesia,"['prabowo', 'subianto', 'presiden', 'republik', 'indonesia']","['prabowo', 'subianto', 'presiden', 'republik', 'indonesia']",prabowo subianto presiden republik indonesia
@LIPAY_BA,Quick count<br>Angka karangan<br>Dari mana sumber lembaga surfey<br>Sedangkan laporan asli penghitungan suara di tps baru siap jam 3 dini hari/malam oleh anggota tps,quick countangka karangandari mana sumber lembaga surfeysedangkan laporan asli penghitungan suara di tps baru siap jam dini harimalam oleh anggota tps,"['quick', 'countangka', 'karangandari', 'mana', 'sumber', 'lembaga', 'surfeysedangkan', 'laporan', 'asli', 'penghitungan', 'suara', 'di', 'tps', 'baru', 'siap', 'jam', 'dini', 'harimalam', 'oleh', 'anggota', 'tps']","['quick', 'countangka', 'karangandari', 'sumber', 'lembaga', 'surfeysedangkan', 'laporan', 'asli', 'penghitungan', 'suara', 'tps', 'jam', 'harimalam', 'anggota', 'tps']",quick countangka karangandari sumber lembaga surfeysedangkan lapor asli hitung suara tps jam harimalam anggota tps
@adidianiasih5739,Prabowo dan Gibran ❤presiden   2024🎉,prabowo dan gibran presiden,"['prabowo', 'dan', 'gibran', 'presiden']","['prabowo', 'gibran', 'presiden']",prabowo gibran presiden
@whisper6952,Pemilu sudah berakhir....sambil menunggu hasildari KPU.   .....kembali kuta bersaudara.....NKRI HARGA MATI!,pemilu sudah berakhir sambil menunggu hasildari kpu kembali kuta bersaudara nkri harga mati,"['pemilu', 'sudah', 'berakhir', 'sambil', 'menunggu', 'hasildari', 'kpu', 'kembali', 'kuta', 'bersaudara', 'nkri', 'harga', 'mati']","['pemilu', 'menunggu', 'hasildari', 'kpu', 'kuta', 'bersaudara', 'nkri', 'harga', 'mati']",milu tunggu hasildari kpu kuta saudara nkri harga mati
@tampua,Walau prabowo benci orang papua kami rakyat papua memilih dengan hati yg tulus.. salam ✌️✌️✌️ klo tiga jari yg ada jd boneka ibu megawati,walau prabowo benci orang papua kami rakyat papua memilih dengan hati yang tulus salam kalau tiga jari yang ada jadi boneka ibu megawati,"['walau', 'prabowo', 'benci', 'orang', 'papua', 'kami', 'rakyat', 'papua', 'memilih', 'dengan', 'hati', 'yang', 'tulus', 'salam', 'kalau', 'tiga', 'jari', 'yang', 'ada', 'jadi', 'boneka', 'ibu', 'megawati']","['prabowo', 'benci', 'orang', 'papua', 'rakyat', 'papua', 'memilih', 'hati', 'tulus', 'salam', 'jari', 'boneka', 'megawati']",prabowo benci orang papua rakyat papua pilih hati tulus salam jari boneka megawati
@nabellacans3003,Mas.tidak.ada.kecurangan.mas.kosong.dua.bagus.dari.rakyat.,mas tidak ada kecurangan mas kosong dua bagus dari rakyat,"['mas', 'tidak', 'ada', 'kecurangan', 'mas', 'kosong', 'dua', 'bagus', 'dari', 'rakyat']","['mas', 'kecurangan', 'mas', 'kosong', 'bagus', 'rakyat']",mas curang mas kosong bagus rakyat
@Aguskastanya1955,"Komentar ini omong kosong saja , mancari2 kesalahan yg tdk masuk akal. Akal2an saja cari masalah percumalah,",komentar ini omong kosong saja mancari2 kesalahan yang tidak masuk akal akal2an saja cari masalah percumalah,"['komentar', 'ini', 'omong', 'kosong', 'saja', 'mancari2', 'kesalahan', 'yang', 'tidak', 'masuk', 'akal', 'akal2an', 'saja', 'cari', 'masalah', 'percumalah']","['komentar', 'omong', 'kosong', 'mancari2', 'kesalahan', 'masuk', 'akal', 'akal2an', 'cari', 'percumalah']",komentar omong kosong mancari2 salah masuk akal akal2an cari percuma
@anggiginanjar5561,ngurus jakarta g can baleg waka&quot; hayang jadi presiden..😢 😅 nisnis,mengurus jakarta tidak can baleg waka hayang jadi presiden nisnis,"['mengurus', 'jakarta', 'tidak', 'can', 'baleg', 'waka', 'hayang', 'jadi', 'presiden', 'nisnis']","['mengurus', 'jakarta', 'can', 'baleg', 'waka', 'hayang', 'presiden', 'nisnis']",urus jakarta can baleg waka hayang presiden nisnis
@Averrose28,Pendukung 01-03 jangan sakit menerima kenyataan yaa 😅,pendukung jangan sakit menerima kenyataan ya,"['pendukung', 'jangan', 'sakit', 'menerima', 'kenyataan', 'ya']","['pendukung', 'sakit', 'menerima', 'kenyataan']",dukung sakit terima nyata
@amerindo8521,Kasih tau lah angka mu … jangan taunya nyinyir,kasih tau lah angka mu jangan taunya nyinyir,"['kasih', 'tau', 'lah', 'angka', 'mu', 'jangan', 'taunya', 'nyinyir']","['kasih', 'tau', 'angka', 'mu', 'taunya', 'nyinyir']",kasih tau angka mu tau nyinyir
@ChristinaSunur-nj7tb,"Kemenangan pemilu kali ini adlh kemenangan rakyat,bkn kemenangan politisi semata",kemenangan pemilu kali ini adalah kemenangan rakyatbkn kemenangan politisi semata,"['kemenangan', 'pemilu', 'kali', 'ini', 'adalah', 'kemenangan', 'rakyatbkn', 'kemenangan', 'politisi', 'semata']","['kemenangan', 'pemilu', 'kali', 'kemenangan', 'rakyatbkn', 'kemenangan', 'politisi']",menang milu kali menang rakyatbkn menang politis
@altakhrim,Yg kalaah siapain kamar takutnya stres duitnya abis😅,yang kalaah siapain kamar takutnya stres duitnya habis,"['yang', 'kalaah', 'siapain', 'kamar', 'takutnya', 'stres', 'duitnya', 'habis']","['kalaah', 'siapain', 'kamar', 'takutnya', 'stres', 'duitnya', 'habis']",kalaah siapain kamar takut stres duit habis
@alecapapilaya425,Itulah Hasil yang di berikan Rakyat Indonesia kepada Paslon 1 &amp; 3.Pembalasan lebih kejam dari Perbuatan Bro.Sebagaimana Kedua Paslon tersebut memberikan Nilai ke Paslon No 2 yang sangat mengecewakan Rakyat Indonesia.jadi belajar lah Menerima Kenyataan.bukan Alasan dan berbagai macam Cara dilakukan lagi Untuk melawan.Tapi belajar lah Menerima Apa Adanya.,itulah hasil yang di berikan rakyat indonesia kepada paslon pembalasan lebih kejam dari perbuatan bro sebagaimana kedua paslon tersebut memberikan nilai ke paslon no yang sangat mengecewakan rakyat indonesia jadi belajar lah menerima kenyataan bukan alasan dan berbagai macam cara dilakukan lagi untuk melawan tapi belajar lah menerima apa adanya,"['itulah', 'hasil', 'yang', 'di', 'berikan', 'rakyat', 'indonesia', 'kepada', 'paslon', 'pembalasan', 'lebih', 'kejam', 'dari', 'perbuatan', 'bro', 'sebagaimana', 'kedua', 'paslon', 'tersebut', 'memberikan', 'nilai', 'ke', 'paslon', 'no', 'yang', 'sangat', 'mengecewakan', 'rakyat', 'indonesia', 'jadi', 'belajar', 'lah', 'menerima', 'kenyataan', 'bukan', 'alasan', 'dan', 'berbagai', 'macam', 'cara', 'dilakukan', 'lagi', 'untuk', 'melawan', 'tapi', 'belajar', 'lah', 'menerima', 'apa', 'adanya']","['hasil', 'rakyat', 'indonesia', 'paslon', 'pembalasan', 'kejam', 'perbuatan', 'bro', 'paslon', 'nilai', 'paslon', 'no', 'mengecewakan', 'rakyat', 'indonesia', 'belajar', 'menerima', 'kenyataan', 'alasan', 'melawan', 'belajar', 'menerima']",hasil rakyat indonesia paslon balas kejam buat bro paslon nilai paslon no kecewa rakyat indonesia ajar terima nyata alas lawan ajar terima
@nabellacans3003,0.2.dua.selamatuntuk.k0.2.dua.selamat,dua selamatuntuk k0 dua selamat,"['dua', 'selamatuntuk', 'k0', 'dua', 'selamat']","['selamatuntuk', 'k0', 'selamat']",selamatuntuk k0 selamat
@lidiasuharlini7282,Berkas kasus korupsi di KPK sdh siap dan rompi Oren sdh menunggu... Siapakah gerangan...?,berkas kasus korupsi di kpk sudah siap dan rompi oren sudah menunggu siapakah gerangan,"['berkas', 'kasus', 'korupsi', 'di', 'kpk', 'sudah', 'siap', 'dan', 'rompi', 'oren', 'sudah', 'menunggu', 'siapakah', 'gerangan']","['berkas', 'korupsi', 'kpk', 'rompi', 'oren', 'menunggu', 'gerangan']",berkas korupsi kpk rompi oren tunggu gerangan
@AzeinZen-fz2fi,Inilah saatnya waktunya sudah sampai bahwa yg selama ini negara nkri mengalami kemiskinan .sekarang sudah diturunkan pemimpin yg tangguh bijak sana yg akan mengangkat harkat martabat nkri dari keterpurukan kemiskinan menjadikan nkri negara terkaya di dunia.kaya segala galanya.oke mantap amin y,inilah saatnya waktunya sudah sampai bahwa yang selama ini negara nkri mengalami kemiskinan sekarang sudah diturunkan pemimpin yang tangguh bijak sana yang akan mengangkat harkat martabat nkri dari keterpurukan kemiskinan menjadikan nkri negara terkaya di dunia kayak segala galanya oke mantap amin ya,"['inilah', 'saatnya', 'waktunya', 'sudah', 'sampai', 'bahwa', 'yang', 'selama', 'ini', 'negara', 'nkri', 'mengalami', 'kemiskinan', 'sekarang', 'sudah', 'diturunkan', 'pemimpin', 'yang', 'tangguh', 'bijak', 'sana', 'yang', 'akan', 'mengangkat', 'harkat', 'martabat', 'nkri', 'dari', 'keterpurukan', 'kemiskinan', 'menjadikan', 'nkri', 'negara', 'terkaya', 'di', 'dunia', 'kayak', 'segala', 'galanya', 'oke', 'mantap', 'amin', 'ya']","['negara', 'nkri', 'mengalami', 'kemiskinan', 'diturunkan', 'pemimpin', 'tangguh', 'bijak', 'mengangkat', 'harkat', 'martabat', 'nkri', 'keterpurukan', 'kemiskinan', 'menjadikan', 'nkri', 'negara', 'terkaya', 'dunia', 'kayak', 'galanya', 'oke', 'mantap', 'amin']",negara nkri alami miskin turun pimpin tangguh bijak angkat harkat martabat nkri puruk miskin jadi nkri negara kaya dunia kayak gala oke mantap amin
@UrbanusHabu,Kami pendukung prabowo.yang omong curang siap yahhhh jangan bawah bawah omong soal curang terus kami rakyat menjadi Hakim yahhhh✌️✌️✌️✌️✌️✌️✌️✌️✌️,kami pendukung prabowo yang omong curang siap ya jangan bawah bawah omong soal curang terus kami rakyat menjadi hakim ya,"['kami', 'pendukung', 'prabowo', 'yang', 'omong', 'curang', 'siap', 'ya', 'jangan', 'bawah', 'bawah', 'omong', 'soal', 'curang', 'terus', 'kami', 'rakyat', 'menjadi', 'hakim', 'ya']","['pendukung', 'prabowo', 'omong', 'curang', 'omong', 'curang', 'rakyat', 'hakim']",dukung prabowo omong curang omong curang rakyat hakim
@alfaismom1974,wkwkwkwkkwkwkkw survei hoax,wkwkwkwkkwkwkkw survei hoax,"['wkwkwkwkkwkwkkw', 'survei', 'hoax']","['wkwkwkwkkwkwkkw', 'survei', 'hoax']",wkwkwkwkkwkwkkw survei hoax
@mahmudah3817,Dan atas ridonya Alloh  SWT amin,dan atas ridonya allah swt amin,"['dan', 'atas', 'ridonya', 'allah', 'swt', 'amin']","['ridonya', 'allah', 'swt', 'amin']",ridonya allah swt amin
@AlbiIbni,"Kalah ya kalah aja,q juga kemarin nyoblos no 1,legowo aja🤝🤝🤝",kalah ya kalah ajaq juga kemarin nyoblos no legowo saja,"['kalah', 'ya', 'kalah', 'ajaq', 'juga', 'kemarin', 'nyoblos', 'no', 'legowo', 'saja']","['kalah', 'kalah', 'ajaq', 'kemarin', 'nyoblos', 'no', 'legowo']",kalah kalah ajaq kemarin nyoblos no legowo
@imambuckhori1342,"Belum saatnya, artinya belum resmi",belum saatnya artinya belum resmi,"['belum', 'saatnya', 'artinya', 'belum', 'resmi']",['resmi'],resmi
@selametsamsul-db1ko,Jagalah mulut atau lisan kamu ini murni dari hati Rakyat,jagalah mulut atau lisan kamu ini murni dari hati rakyat,"['jagalah', 'mulut', 'atau', 'lisan', 'kamu', 'ini', 'murni', 'dari', 'hati', 'rakyat']","['jagalah', 'mulut', 'lisan', 'murni', 'hati', 'rakyat']",jaga mulut lisan murni hati rakyat
@mawar6746,Iya para dukun dikerahkan untuk lengserkan jokowi,iya para dukun dikerahkan untuk lengserkan jokowi,"['iya', 'para', 'dukun', 'dikerahkan', 'untuk', 'lengserkan', 'jokowi']","['iya', 'dukun', 'dikerahkan', 'lengserkan', 'jokowi']",iya dukun kerah lengser jokowi
@mikoriri2443,Ayo rukun lagi damai lagi buat Indonesia maju,ayo rukun lagi damai lagi buat indonesia maju,"['ayo', 'rukun', 'lagi', 'damai', 'lagi', 'buat', 'indonesia', 'maju']","['ayo', 'rukun', 'damai', 'indonesia', 'maju']",ayo rukun damai indonesia maju
@melkiwayega4180,"Sudah pak<br>Kala,kalah sajalah jgn banyak omong",sudah pakkalakalah sajalah jangan banyak omong,"['sudah', 'pakkalakalah', 'sajalah', 'jangan', 'banyak', 'omong']","['pakkalakalah', 'omong']",pakkalakalah omong
@Warrior74747,SI MULUT KURANG AJAR KALAH... YESSS.... HIDUP PRABOWO,sih mulut kurang ajar kalah yesss hidup prabowo,"['sih', 'mulut', 'kurang', 'ajar', 'kalah', 'yesss', 'hidup', 'prabowo']","['sih', 'mulut', 'ajar', 'kalah', 'yesss', 'hidup', 'prabowo']",sih mulut ajar kalah yesss hidup prabowo
@kholeahmad6491,Abu janda tetap berjaya👍👍👍👍👍👍,abu janda tetap berjaya,"['abu', 'janda', 'tetap', 'berjaya']","['abu', 'janda', 'berjaya']",abu janda jaya
@evasisca4809,Gk percaya dgn hasil ini...😅😅,tidak percaya dengan hasil ini,"['tidak', 'percaya', 'dengan', 'hasil', 'ini']","['percaya', 'hasil']",percaya hasil
@Mywondo-u2p,"Legowo itu lebih baik, wong ndeso banyak yg all in prabowo termasuk saya dan kawan&quot; ..",legowo itu lebih baik wong ndeso banyak yang all ini prabowo termasuk saya dan kawan,"['legowo', 'itu', 'lebih', 'baik', 'wong', 'ndeso', 'banyak', 'yang', 'all', 'ini', 'prabowo', 'termasuk', 'saya', 'dan', 'kawan']","['legowo', 'ndeso', 'all', 'prabowo', 'kawan']",legowo ndeso all prabowo kawan
@mahmudah3817,Siapapun yg menang itu adalah pilihan rakyat .dan Alloh SWT yg .menghendaki nya.,siapapun yang menang itu adalah pilihan rakyat dan allah swt yang menghendaki ya,"['siapapun', 'yang', 'menang', 'itu', 'adalah', 'pilihan', 'rakyat', 'dan', 'allah', 'swt', 'yang', 'menghendaki', 'ya']","['menang', 'pilihan', 'rakyat', 'allah', 'swt']",menang pilih rakyat allah swt
