Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming
@emiju2928,Biar kembali putaran ke 2 tetap 02 saya pilih,biar kembali putaran ke tetap saya pilih,"['biar', 'kembali', 'putaran', 'ke', 'tetap', 'saya', 'pilih']","['biar', 'putaran', 'pilih']",biar putar pilih
@hapebapak3817,Denjata pamungkasnya kok mesti kecurangan,denjata pamungkasnya kok mesti kecurangan,"['denjata', 'pamungkasnya', 'kok', 'mesti', 'kecurangan']","['denjata', 'pamungkasnya', 'mesti', 'kecurangan']",denjata pamungkas mesti curang
@willyanton9705,"Udah pa legowo aja, sayamah udah yakin tida ada kecurangan",sudah apa legowo saja sayamah sudah yakin tida ada kecurangan,"['sudah', 'apa', 'legowo', 'saja', 'sayamah', 'sudah', 'yakin', 'tida', 'ada', 'kecurangan']","['legowo', 'sayamah', 'tida', 'kecurangan']",legowo sayamah tida curang
@oliviaflorete7857,Selamat bagi pememang. Kiranya nkri akan menjafi lebih vaik terutama utk kehidupan Rakyat di tinjau..terutama bagi rakyat yg dibawZh garis minus(kekurangan)...,selamat bagi pememang kiranya nkri akan menjafi lebih vaik terutama untuk kehidupan rakyat di tinjau terutama bagi rakyat yang dibawzh garis minuskekurangan,"['selamat', 'bagi', 'pememang', 'kiranya', 'nkri', 'akan', 'menjafi', 'lebih', 'vaik', 'terutama', 'untuk', 'kehidupan', 'rakyat', 'di', 'tinjau', 'terutama', 'bagi', 'rakyat', 'yang', 'dibawzh', 'garis', 'minuskekurangan']","['selamat', 'pememang', 'nkri', 'menjafi', 'vaik', 'kehidupan', 'rakyat', 'tinjau', 'rakyat', 'dibawzh', 'garis', 'minuskekurangan']",selamat memang nkri menjafi vaik hidup rakyat tinjau rakyat dibawzh garis minuskekurangan
@nazelaapitriani6499,"Siapapun presidennya yang penting amanah, kita hanya bisa memilih, Allah yang menentukan siapa yang terbaik buat bangsa Indonesia saat ini.",siapapun presidennya yang penting amanah kita hanya bisa memilih allah yang menentukan siapa yang terbaik buat bangsa indonesia saat ini,"['siapapun', 'presidennya', 'yang', 'penting', 'amanah', 'kita', 'hanya', 'bisa', 'memilih', 'allah', 'yang', 'menentukan', 'siapa', 'yang', 'terbaik', 'buat', 'bangsa', 'indonesia', 'saat', 'ini']","['presidennya', 'amanah', 'memilih', 'allah', 'menentukan', 'terbaik', 'bangsa', 'indonesia']",presiden amanah pilih allah tentu baik bangsa indonesia
@lydiasunarti2262,"Semakin Pragib di cela di cari2 kesalahannya di situ hati rakyat  semakin tersentuh utk kemengan Pragib, Slmt &amp; Sukses y Pragib saatnya kalian berjuang utk sejahterakan rakyat &amp; NKRI",semakin pragib di cela di kesalahannya di situ hati rakyat semakin tersentuh untuk kemengan pragib selamat sukses ya pragib saatnya kalian berjuang untuk sejahterakan rakyat nkri,"['semakin', 'pragib', 'di', 'cela', 'di', 'kesalahannya', 'di', 'situ', 'hati', 'rakyat', 'semakin', 'tersentuh', 'untuk', 'kemengan', 'pragib', 'selamat', 'sukses', 'ya', 'pragib', 'saatnya', 'kalian', 'berjuang', 'untuk', 'sejahterakan', 'rakyat', 'nkri']","['pragib', 'cela', 'kesalahannya', 'situ', 'hati', 'rakyat', 'tersentuh', 'kemengan', 'pragib', 'selamat', 'sukses', 'pragib', 'berjuang', 'sejahterakan', 'rakyat', 'nkri']",pragib cela salah situ hati rakyat sentuh kan pragib selamat sukses pragib juang sejahtera rakyat nkri
@NontonMonton-kp9kx,Hidup parbowo Gibran,hidup parbowo gibran,"['hidup', 'parbowo', 'gibran']","['hidup', 'parbowo', 'gibran']",hidup parbowo gibran
@riskimajid5303,selamat pak semoga bisa beli kpesawat lagi,selamat pak semoga bisa beli kpesawat lagi,"['selamat', 'pak', 'semoga', 'bisa', 'beli', 'kpesawat', 'lagi']","['selamat', 'semoga', 'beli', 'kpesawat']",selamat moga beli kpesawat
@Suharmanahmaddani,iNSYA ALLAH<br>Siapa yang berkuasa<br>MASIH ADA YANG MAHA PALING BERKUASA<br>Jangan lah dipermain kan kebenaran MASIH ADA KEBENARAN YANG MAHA ATAS DARI KEBENARAN<br>Jangan lah permainan kan keadilan<br>MASIH ADA YANG AMAT MAHA ADIL<br>Jangan lah dipermain kan kejujuran...<br>MASI ADA YANG PALING JUJUR DARI MAKHLUK NYA<br>iNGAT LAH<br>MASIH ADA YANG MAHA BENAR<br>ALLAH TA&#39;ALA<br>AaMiiiN3<br>YA<br>RABBAL ALAMiiiN<br>iNSYA ALLAH<br>YA<br>RABb....<br>MASIH ADA YANG MAHA PALING ADIL<br>MASIH ADA YANG MAHA BERKUASA,insya allahsiapa yang berkuasamasih ada yang maha paling berkuasajangan lah dipermain kan kebenaran masih ada kebenaran yang maha atas dari kebenaranjangan lah permainan kan keadilanmasih ada yang amat maha adiljangan lah dipermain kan kejujuran masih ada yang paling jujur dari makhluk nyaingat lahmasih ada yang maha benarallah taalaaamiiin3yarabbal alamiiininsya allahyarabb masih ada yang maha paling adilmasih ada yang maha berkuasa,"['insya', 'allahsiapa', 'yang', 'berkuasamasih', 'ada', 'yang', 'maha', 'paling', 'berkuasajangan', 'lah', 'dipermain', 'kan', 'kebenaran', 'masih', 'ada', 'kebenaran', 'yang', 'maha', 'atas', 'dari', 'kebenaranjangan', 'lah', 'permainan', 'kan', 'keadilanmasih', 'ada', 'yang', 'amat', 'maha', 'adiljangan', 'lah', 'dipermain', 'kan', 'kejujuran', 'masih', 'ada', 'yang', 'paling', 'jujur', 'dari', 'makhluk', 'nyaingat', 'lahmasih', 'ada', 'yang', 'maha', 'benarallah', 'taalaaamiiin3yarabbal', 'alamiiininsya', 'allahyarabb', 'masih', 'ada', 'yang', 'maha', 'paling', 'adilmasih', 'ada', 'yang', 'maha', 'berkuasa']","['insya', 'allahsiapa', 'berkuasamasih', 'maha', 'berkuasajangan', 'dipermain', 'kebenaran', 'kebenaran', 'maha', 'kebenaranjangan', 'permainan', 'keadilanmasih', 'maha', 'adiljangan', 'dipermain', 'kejujuran', 'jujur', 'makhluk', 'nyaingat', 'lahmasih', 'maha', 'benarallah', 'taalaaamiiin3yarabbal', 'alamiiininsya', 'allahyarabb', 'maha', 'adilmasih', 'maha', 'berkuasa']",insya allahsiapa berkuasamasih maha berkuasajangan main benar benar maha kebenaranjangan main keadilanmasih maha adiljangan main jujur jujur makhluk nyaingat lahmasih maha benarallah taalaaamiiin3yarabbal alamiiininsya allahyarabb maha adilmasih maha kuasa
@yusdinopariansyah1005,Prabowo Gibran jossss,prabowo gibran jossss,"['prabowo', 'gibran', 'jossss']","['prabowo', 'gibran', 'jossss']",prabowo gibran jossss
@azharkhairy8080,😄😄aneh,aneh,['aneh'],['aneh'],aneh
@JuwidhaIstiyanti,Itulahh mengapa 02 menang maka investasi akan banyk masuk drpd 03,itulahh mengapa menang maka investasi akan banyk masuk daripada,"['itulahh', 'mengapa', 'menang', 'maka', 'investasi', 'akan', 'banyk', 'masuk', 'daripada']","['itulahh', 'menang', 'investasi', 'banyk', 'masuk']",itulahh menang investasi banyk masuk
@25_jamm....,Pasti larinya ke masalah kecurangan hehehehe kalah itu sakit hati,pasti larinya ke masalah kecurangan hehehehe kalah itu sakit hati,"['pasti', 'larinya', 'ke', 'masalah', 'kecurangan', 'hehehehe', 'kalah', 'itu', 'sakit', 'hati']","['larinya', 'kecurangan', 'hehehehe', 'kalah', 'sakit', 'hati']",lari curang hehehehe kalah sakit hati
@NontonMonton-kp9kx,Hidup pak Prabowo ✌️,hidup pak prabowo,"['hidup', 'pak', 'prabowo']","['hidup', 'prabowo']",hidup prabowo
@Farel-zf2nn,Jangan byk protes 01 &amp; 03 terima aja yg milih kan rakyat km bgga Ama pak Prabowo Gibran tuk mpimpin negeri ini,jangan banyak protes terima saja yang memilih kan rakyat kamu bgga sama pak prabowo gibran untuk mpimpin negeri ini,"['jangan', 'banyak', 'protes', 'terima', 'saja', 'yang', 'memilih', 'kan', 'rakyat', 'kamu', 'bgga', 'sama', 'pak', 'prabowo', 'gibran', 'untuk', 'mpimpin', 'negeri', 'ini']","['protes', 'terima', 'memilih', 'rakyat', 'bgga', 'prabowo', 'gibran', 'mpimpin', 'negeri']",protes terima pilih rakyat bgga prabowo gibran mpimpin negeri
@aguspurwanto4963,"survei abal-abal  pemilu curang,  suara di gelumbungkan untuk paslon 02  sedangkan paslon 01 di kurangi",survei abalabal pemilu curang suara di gelumbungkan untuk paslon sedangkan paslon di kurangi,"['survei', 'abalabal', 'pemilu', 'curang', 'suara', 'di', 'gelumbungkan', 'untuk', 'paslon', 'sedangkan', 'paslon', 'di', 'kurangi']","['survei', 'abalabal', 'pemilu', 'curang', 'suara', 'gelumbungkan', 'paslon', 'paslon', 'kurangi']",survei abalabal milu curang suara gelumbungkan paslon paslon kurang
@sardiasmodikromo2744,BUKAN SELESAI  TAPI KALAH MU TEBAL JAUH,bukan selesai tapi kalah mu tebal jauh,"['bukan', 'selesai', 'tapi', 'kalah', 'mu', 'tebal', 'jauh']","['selesai', 'kalah', 'mu', 'tebal']",selesai kalah mu tebal
@Askarsabutara,Apa sudah dilapor vidoe nya itu iya paslo koso duwah,apa sudah dilapor vidoe ya itu iya paslo koso duwah,"['apa', 'sudah', 'dilapor', 'vidoe', 'ya', 'itu', 'iya', 'paslo', 'koso', 'duwah']","['dilapor', 'vidoe', 'iya', 'paslo', 'koso', 'duwah']",lapor vidoe iya paslo koso duwah
@rhiccamayasari3856,alhamdulilah pak prabowo presiden nkri..asli anak pribumi nkri❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,alhamdulilah pak prabowo presiden nkri asli anak pribumi nkri,"['alhamdulilah', 'pak', 'prabowo', 'presiden', 'nkri', 'asli', 'anak', 'pribumi', 'nkri']","['alhamdulilah', 'prabowo', 'presiden', 'nkri', 'asli', 'anak', 'pribumi', 'nkri']",alhamdulilah prabowo presiden nkri asli anak pribumi nkri
@HeriSetyadi-du6jl,"Selamat untuk PrabowoxGibran,semoga membawa perubahan yg lebih baik,Amin",selamat untuk prabowoxgibransemoga membawa perubahan yang lebih baikamin,"['selamat', 'untuk', 'prabowoxgibransemoga', 'membawa', 'perubahan', 'yang', 'lebih', 'baikamin']","['selamat', 'prabowoxgibransemoga', 'membawa', 'perubahan', 'baikamin']",selamat prabowoxgibransemoga bawa ubah baikamin
@Askarsabutara,Tapi ada vidoe nya mani curah di tepes,tapi ada vidoe ya mani curah di tepes,"['tapi', 'ada', 'vidoe', 'ya', 'mani', 'curah', 'di', 'tepes']","['vidoe', 'mani', 'curah', 'tepes']",vidoe mani curah tepes
@sardiasmodikromo2744,BRAVOOO PAK PRABOWO RI I,bravooo pak prabowo ri i,"['bravooo', 'pak', 'prabowo', 'ri', 'i']","['bravooo', 'prabowo', 'ri', 'i']",bravooo prabowo ri i
@MuhammadDani-z9s,Kami para pekerja sawit di Kalimantan .merantow.mengapa tidak di kasih untuk memilih peresiden.karna PT tak mengizinkan kami untuk mencoblos .,kami para pekerja sawit di kalimantan merantow mengapa tidak di kasih untuk memilih peresiden karena pt tak mengizinkan kami untuk mencoblos,"['kami', 'para', 'pekerja', 'sawit', 'di', 'kalimantan', 'merantow', 'mengapa', 'tidak', 'di', 'kasih', 'untuk', 'memilih', 'peresiden', 'karena', 'pt', 'tak', 'mengizinkan', 'kami', 'untuk', 'mencoblos']","['pekerja', 'sawit', 'kalimantan', 'merantow', 'kasih', 'memilih', 'peresiden', 'pt', 'mengizinkan', 'mencoblos']",kerja sawit kalimantan merantow kasih pilih residen pt izin coblos
@MuhammadDani-z9s,Kami para pekerja sawit di Kalimantan .merantow.mengapa tidak di kasih untuk memilih peresiden,kami para pekerja sawit di kalimantan merantow mengapa tidak di kasih untuk memilih peresiden,"['kami', 'para', 'pekerja', 'sawit', 'di', 'kalimantan', 'merantow', 'mengapa', 'tidak', 'di', 'kasih', 'untuk', 'memilih', 'peresiden']","['pekerja', 'sawit', 'kalimantan', 'merantow', 'kasih', 'memilih', 'peresiden']",kerja sawit kalimantan merantow kasih pilih residen
@cocomzuba1738,Alhamdllh....smoga bpa bsa amanah dan bsa mmperbaiki yg blum baik dan yg baik bsa bkin baik lg dan mkin mju,alhamdllh semoga bpa bisa amanah dan bisa memperbaiki yang belum baik dan yang baik bisa bikin baik lagi dan makin mju,"['alhamdllh', 'semoga', 'bpa', 'bisa', 'amanah', 'dan', 'bisa', 'memperbaiki', 'yang', 'belum', 'baik', 'dan', 'yang', 'baik', 'bisa', 'bikin', 'baik', 'lagi', 'dan', 'makin', 'mju']","['alhamdllh', 'semoga', 'bpa', 'amanah', 'memperbaiki', 'bikin', 'mju']",alhamdllh moga bpa amanah baik bikin mju
@jsb140,Menang 1 putaran,menang putaran,"['menang', 'putaran']","['menang', 'putaran']",menang putar
@BudiAspandi-w6v,Alhamdulillah bpk Prabowo menang ❤❤❤,alhamdulillah bpk prabowo menang,"['alhamdulillah', 'bpk', 'prabowo', 'menang']","['alhamdulillah', 'bpk', 'prabowo', 'menang']",alhamdulillah bpk prabowo menang
@AhmadGojali-vo7rc,AlhamduLiLLah ya Allah.  Gemoy menang❤❤,alhamdulillah ya allah gemoy menang,"['alhamdulillah', 'ya', 'allah', 'gemoy', 'menang']","['alhamdulillah', 'allah', 'gemoy', 'menang']",alhamdulillah allah gemoy menang
@alfadieselchannel4668,Alhamdulillah berkah dan manfaat buat semua warga Indonesia 💪👍 mantap khusus nya Lampung INSA Allah aman dan nyaman selalu amanah 🤲🤲🤲🤲,alhamdulillah berkah dan manfaat buat semua warga indonesia mantap khusus ya lampung insa allah aman dan nyaman selalu amanah,"['alhamdulillah', 'berkah', 'dan', 'manfaat', 'buat', 'semua', 'warga', 'indonesia', 'mantap', 'khusus', 'ya', 'lampung', 'insa', 'allah', 'aman', 'dan', 'nyaman', 'selalu', 'amanah']","['alhamdulillah', 'berkah', 'manfaat', 'warga', 'indonesia', 'mantap', 'khusus', 'lampung', 'insa', 'allah', 'aman', 'nyaman', 'amanah']",alhamdulillah berkah manfaat warga indonesia mantap khusus lampung insa allah aman nyaman amanah
@sugengirawanto1071,"Sblmnya saya pendukung ganjar mahfud , cuma saya amati terus ,ikuti terus s.d tgl 13 pebruari saya prihatin dg narasi yang diumbar menyerang kubu 02 dg meremehkan, menilai kecil kerja jokowi. Akhirnya saya putuskan untuk memilih 02 yg sering dibuli oleh 01 dan 03 tanpa dasar<br> InsyaAllah prabowo unggul sampai ditetapkannya prabowo jadi pemenang.<br>Saya berharap 01 dan 03 menunjukkan keberaniannya untuk mengucapkan selamat kepada 02",sebelumnya saya pendukung ganjar mahfud cuma saya amati terus ikuti terus si di tanggal pebruari saya prihatin dengan narasi yang diumbar menyerang kubu dengan meremehkan menilai kecil kerja jokowi akhirnya saya putuskan untuk memilih yang sering dibuli oleh dan tanpa dasar insyaallah prabowo unggul sampai ditetapkannya prabowo jadi pemenang saya berharap dan menunjukkan keberaniannya untuk mengucapkan selamat kepada,"['sebelumnya', 'saya', 'pendukung', 'ganjar', 'mahfud', 'cuma', 'saya', 'amati', 'terus', 'ikuti', 'terus', 'si', 'di', 'tanggal', 'pebruari', 'saya', 'prihatin', 'dengan', 'narasi', 'yang', 'diumbar', 'menyerang', 'kubu', 'dengan', 'meremehkan', 'menilai', 'kecil', 'kerja', 'jokowi', 'akhirnya', 'saya', 'putuskan', 'untuk', 'memilih', 'yang', 'sering', 'dibuli', 'oleh', 'dan', 'tanpa', 'dasar', 'insyaallah', 'prabowo', 'unggul', 'sampai', 'ditetapkannya', 'prabowo', 'jadi', 'pemenang', 'saya', 'berharap', 'dan', 'menunjukkan', 'keberaniannya', 'untuk', 'mengucapkan', 'selamat', 'kepada']","['pendukung', 'ganjar', 'mahfud', 'amati', 'ikuti', 'si', 'tanggal', 'pebruari', 'prihatin', 'narasi', 'diumbar', 'menyerang', 'kubu', 'meremehkan', 'menilai', 'kerja', 'jokowi', 'putuskan', 'memilih', 'dibuli', 'dasar', 'insyaallah', 'prabowo', 'unggul', 'ditetapkannya', 'prabowo', 'pemenang', 'berharap', 'keberaniannya', 'selamat']",dukung ganjar mahfud amat ikut si tanggal pebruari prihatin narasi umbar serang kubu remeh nilai kerja jokowi putus pilih dibuli dasar insyaallah prabowo unggul tetap prabowo menang harap berani selamat
@niahendrawati5065,Alhamdulillah wasyukurillah terima kasih yaa Allah telah Engkau berikan kemenangan kepada Prabowo Gibran ❤❤,alhamdulillah wasyukurillah terima kasih ya allah telah engkau berikan kemenangan kepada prabowo gibran,"['alhamdulillah', 'wasyukurillah', 'terima', 'kasih', 'ya', 'allah', 'telah', 'engkau', 'berikan', 'kemenangan', 'kepada', 'prabowo', 'gibran']","['alhamdulillah', 'wasyukurillah', 'terima', 'kasih', 'allah', 'engkau', 'kemenangan', 'prabowo', 'gibran']",alhamdulillah wasyukurillah terima kasih allah engkau menang prabowo gibran
@agussupriadi8969,Saya ikut berbela sungkawa untuk 01😂😂😂,saya ikut berbela sungkawa untuk,"['saya', 'ikut', 'berbela', 'sungkawa', 'untuk']","['berbela', 'sungkawa']",bela sungkawa
@Taupik-qs7zw,"Coba yang menang berwarna merah gk BHS itu,alhamdulilah smoga jagoan indonesia bertahan sampai jadi pemenang",coba yang menang berwarna merah tidak bahasa itualhamdulilah semoga jagoan indonesia bertahan sampai jadi pemenang,"['coba', 'yang', 'menang', 'berwarna', 'merah', 'tidak', 'bahasa', 'itualhamdulilah', 'semoga', 'jagoan', 'indonesia', 'bertahan', 'sampai', 'jadi', 'pemenang']","['coba', 'menang', 'berwarna', 'merah', 'bahasa', 'itualhamdulilah', 'semoga', 'jagoan', 'indonesia', 'bertahan', 'pemenang']",coba menang warna merah bahasa itualhamdulilah moga jago indonesia tahan menang
@Sastra1000,pdi kecolongan,pdi kecolongan,"['pdi', 'kecolongan']","['pdi', 'kecolongan']",pdi colong
@saptono,Kenapa QC pakai survey? Kan barangnya sdh ada.,kenapa qc pakai survey kan barangnya sudah ada,"['kenapa', 'qc', 'pakai', 'survey', 'kan', 'barangnya', 'sudah', 'ada']","['qc', 'pakai', 'survey', 'barangnya']",qc pakai survey barang
@kwkankamsw-zq2rl,Ya Allah jangan beri persiden yang haus kekuasaan ya Allah ...bagai mana nasib rakyat kecil 😢,ya allah jangan beri persiden yang haus kekuasaan ya allah bagai mana nasib rakyat kecil,"['ya', 'allah', 'jangan', 'beri', 'persiden', 'yang', 'haus', 'kekuasaan', 'ya', 'allah', 'bagai', 'mana', 'nasib', 'rakyat', 'kecil']","['allah', 'persiden', 'haus', 'kekuasaan', 'allah', 'nasib', 'rakyat']",allah persiden haus kuasa allah nasib rakyat
@belajaritubaik942,Ternyata zonk. Hasil  hipnotis Quick Count tidak seindah yg dinginkan.Pesona QQ tak  mampus menghipnotis akal sehat  dan melemahkan  semangat  para pejuang perubahan.,ternyata zonk hasil hipnotis quick count tidak seindah yang dinginkan pesona qq tak mampus menghipnotis akal sehat dan melemahkan semangat para pejuang perubahan,"['ternyata', 'zonk', 'hasil', 'hipnotis', 'quick', 'count', 'tidak', 'seindah', 'yang', 'dinginkan', 'pesona', 'qq', 'tak', 'mampus', 'menghipnotis', 'akal', 'sehat', 'dan', 'melemahkan', 'semangat', 'para', 'pejuang', 'perubahan']","['zonk', 'hasil', 'hipnotis', 'quick', 'count', 'seindah', 'dinginkan', 'pesona', 'qq', 'mampus', 'menghipnotis', 'akal', 'sehat', 'melemahkan', 'semangat', 'pejuang', 'perubahan']",zonk hasil hipnotis quick count indah dingin pesona qq mampus hipnotis akal sehat lemah semangat juang ubah
@IrfanMaulana-sm3yv,Harus nya anis yang menang yang cerdah itu anis buka prabowo,harus ya anis yang menang yang cerdah itu anis buka prabowo,"['harus', 'ya', 'anis', 'yang', 'menang', 'yang', 'cerdah', 'itu', 'anis', 'buka', 'prabowo']","['anis', 'menang', 'cerdah', 'anis', 'buka', 'prabowo']",anis menang cerdah anis buka prabowo
@ghodir,Secara tidak sadar pemenangnya bukan prabowo tp jokowi..,secara tidak sadar pemenangnya bukan prabowo tapi jokowi,"['secara', 'tidak', 'sadar', 'pemenangnya', 'bukan', 'prabowo', 'tapi', 'jokowi']","['sadar', 'pemenangnya', 'prabowo', 'jokowi']",sadar menang prabowo jokowi
@AdhitPrayoga-lb9nu,all in prabowo,all ini prabowo,"['all', 'ini', 'prabowo']","['all', 'prabowo']",all prabowo
@kodirsj,Halah kalo kalah ngaku aja bung ngga usah bilang curang lah anu lah itu lah ini lah lahlah lah lah.saya inget dulu pak jokowi menang waktu pemilu sama pak prabowo ya sama aja kata kata dari yang kalah  curang lah anu la pret lah,halah kalau kalah mengaku saja bung tidak usah bilang curang lah anu lah itu lah ini lah lahlah lah lah saya ingat dulu pak jokowi menang waktu pemilu sama pak prabowo ya sama saja kata kata dari yang kalah curang lah anu lah pret lah,"['halah', 'kalau', 'kalah', 'mengaku', 'saja', 'bung', 'tidak', 'usah', 'bilang', 'curang', 'lah', 'anu', 'lah', 'itu', 'lah', 'ini', 'lah', 'lahlah', 'lah', 'lah', 'saya', 'ingat', 'dulu', 'pak', 'jokowi', 'menang', 'waktu', 'pemilu', 'sama', 'pak', 'prabowo', 'ya', 'sama', 'saja', 'kata', 'kata', 'dari', 'yang', 'kalah', 'curang', 'lah', 'anu', 'lah', 'pret', 'lah']","['halah', 'kalah', 'mengaku', 'bilang', 'curang', 'anu', 'lahlah', 'jokowi', 'menang', 'pemilu', 'prabowo', 'kalah', 'curang', 'anu', 'pret']",halah kalah aku bilang curang anu lah jokowi menang milu prabowo kalah curang anu pret
@wiwitwidiyanto439,Datanya asli dari saksi di TPS...kalau berubah bisa jadi di KPU nya curang,datanya asli dari saksi di tps kalau berubah bisa jadi di kpu ya curang,"['datanya', 'asli', 'dari', 'saksi', 'di', 'tps', 'kalau', 'berubah', 'bisa', 'jadi', 'di', 'kpu', 'ya', 'curang']","['datanya', 'asli', 'saksi', 'tps', 'berubah', 'kpu', 'curang']",data asli saksi tps ubah kpu curang
